PATIENT_SEEN_END_DATE,GEOGRAPHY,ORG_CODE,PARENTCODE_1,PARENTCODE_2,PATIENT_TYPE,VALUE
30-Jun-18,NHS,05A,Q77,Y55,ADULT_POPULATION,356970
30-Jun-18,NHS,05A,Q77,Y55,CHILD_12_months,55623
30-Jun-18,NHS,05A,Q77,Y55,CHILD_POPULATION,99756
30-Jun-18,NHS,05A,Q77,Y55,TOTAL,239564
30-Jun-18,NHS,05A,Q77,Y55,TOTAL_POPULATION,456726
30-Jun-18,NHS,05C,Q77,Y55,ADULT_24_months,138902
30-Jun-18,NHS,05C,Q77,Y55,ADULT_POPULATION,249513
30-Jun-18,NHS,05C,Q77,Y55,CHILD_12_months,36520
30-Jun-18,NHS,05C,Q77,Y55,CHILD_POPULATION,68121
30-Jun-18,NHS,05C,Q77,Y55,TOTAL,175422
30-Jun-18,NHS,05C,Q77,Y55,TOTAL_POPULATION,317634
30-Jun-18,NHS,05F,Q77,Y55,ADULT_24_months,74996
30-Jun-18,NHS,05F,Q77,Y55,ADULT_POPULATION,153337
30-Jun-18,NHS,05F,Q77,Y55,CHILD_12_months,20810
30-Jun-18,NHS,05F,Q77,Y55,CHILD_POPULATION,35972
30-Jun-18,NHS,05F,Q77,Y55,TOTAL,95806
30-Jun-18,NHS,05F,Q77,Y55,TOTAL_POPULATION,189309
30-Jun-18,NHS,05H,Q77,Y55,ADULT_24_months,87783
30-Jun-18,NHS,05H,Q77,Y55,ADULT_POPULATION,150564
30-Jun-18,NHS,05H,Q77,Y55,CHILD_12_months,24907
30-Jun-18,NHS,05H,Q77,Y55,CHILD_POPULATION,39684
30-Jun-18,NHS,05H,Q77,Y55,TOTAL,112690
30-Jun-18,NHS,05H,Q77,Y55,TOTAL_POPULATION,190248
30-Jun-18,NHS,05J,Q77,Y55,ADULT_24_months,70891
30-Jun-18,NHS,05J,Q77,Y55,ADULT_POPULATION,143563
30-Jun-18,NHS,05J,Q77,Y55,CHILD_12_months,22958
30-Jun-18,NHS,05J,Q77,Y55,CHILD_POPULATION,38177
30-Jun-18,NHS,05J,Q77,Y55,TOTAL,93849
30-Jun-18,NHS,05J,Q77,Y55,TOTAL_POPULATION,181740
30-Jun-18,NHS,05L,Q77,Y55,ADULT_24_months,212899
30-Jun-18,NHS,05L,Q77,Y55,ADULT_POPULATION,368685
30-Jun-18,NHS,05L,Q77,Y55,CHILD_12_months,69846
30-Jun-18,NHS,05L,Q77,Y55,CHILD_POPULATION,126368
30-Jun-18,NHS,05L,Q77,Y55,TOTAL,282745
30-Jun-18,NHS,05L,Q77,Y55,TOTAL_POPULATION,495053
30-Jun-18,NHS,05R,Q77,Y55,ADULT_24_months,118409
30-Jun-18,NHS,05R,Q77,Y55,ADULT_POPULATION,212537
30-Jun-18,NHS,05R,Q77,Y55,CHILD_12_months,34430
30-Jun-18,NHS,05R,Q77,Y55,CHILD_POPULATION,50150
30-Jun-18,NHS,05R,Q77,Y55,TOTAL,152839
30-Jun-18,NHS,05R,Q77,Y55,TOTAL_POPULATION,262687
30-Jun-18,NHS,05T,Q77,Y55,ADULT_24_months,117911
30-Jun-18,NHS,05T,Q77,Y55,ADULT_POPULATION,242815
30-Jun-18,NHS,05T,Q77,Y55,CHILD_12_months,32942
30-Jun-18,NHS,05T,Q77,Y55,CHILD_POPULATION,58596
30-Jun-18,NHS,05T,Q77,Y55,TOTAL,150853
30-Jun-18,NHS,05T,Q77,Y55,TOTAL_POPULATION,301411
30-Jun-18,NHS,05Y,Q77,Y55,ADULT_24_months,101386
30-Jun-18,NHS,05Y,Q77,Y55,ADULT_POPULATION,212573
30-Jun-18,NHS,05Y,Q77,Y55,CHILD_12_months,35809
30-Jun-18,NHS,05Y,Q77,Y55,CHILD_POPULATION,66142
30-Jun-18,NHS,05Y,Q77,Y55,TOTAL,137195
30-Jun-18,NHS,05Y,Q77,Y55,TOTAL_POPULATION,278715
30-Jun-18,NHS,06A,Q77,Y55,ADULT_24_months,103495
30-Jun-18,NHS,06A,Q77,Y55,ADULT_POPULATION,197583
30-Jun-18,NHS,06A,Q77,Y55,CHILD_12_months,32644
30-Jun-18,NHS,06A,Q77,Y55,CHILD_POPULATION,59038
30-Jun-18,NHS,06A,Q77,Y55,TOTAL,136139
30-Jun-18,NHS,06A,Q77,Y55,TOTAL_POPULATION,256621
30-Jun-18,NHS,06D,Q77,Y55,ADULT_24_months,36509
30-Jun-18,NHS,06D,Q77,Y55,ADULT_POPULATION,80625
30-Jun-18,NHS,06D,Q77,Y55,CHILD_12_months,11782
30-Jun-18,NHS,06D,Q77,Y55,CHILD_POPULATION,19277
30-Jun-18,NHS,06D,Q77,Y55,TOTAL,48291
30-Jun-18,NHS,06D,Q77,Y55,TOTAL_POPULATION,99902
30-Jun-18,NHS,15E,Q77,Y55,ADULT_24_months,424738
30-Jun-18,NHS,15E,Q77,Y55,ADULT_POPULATION,878441
30-Jun-18,NHS,15E,Q77,Y55,CHILD_12_months,148511
30-Jun-18,NHS,15E,Q77,Y55,CHILD_POPULATION,285550
30-Jun-18,NHS,15E,Q77,Y55,TOTAL,573249
30-Jun-18,NHS,15E,Q77,Y55,TOTAL_POPULATION,1163991
30-Jun-18,NHS,03T,Q78,Y55,ADULT_24_months,99017
30-Jun-18,NHS,03T,Q78,Y55,ADULT_POPULATION,190551
30-Jun-18,NHS,03T,Q78,Y55,CHILD_12_months,21697
30-Jun-18,NHS,03T,Q78,Y55,CHILD_POPULATION,42843
30-Jun-18,NHS,03T,Q78,Y55,TOTAL,120714
30-Jun-18,NHS,03T,Q78,Y55,TOTAL_POPULATION,233394
30-Jun-18,NHS,03V,Q78,Y55,ADULT_24_months,27185
30-Jun-18,NHS,03V,Q78,Y55,ADULT_POPULATION,51561
30-Jun-18,NHS,03V,Q78,Y55,CHILD_12_months,9091
30-Jun-18,NHS,03V,Q78,Y55,CHILD_POPULATION,16626
30-Jun-18,NHS,03V,Q78,Y55,TOTAL,36276
30-Jun-18,NHS,03V,Q78,Y55,TOTAL_POPULATION,68187
30-Jun-18,NHS,03W,Q78,Y55,ADULT_24_months,118438
30-Jun-18,NHS,03W,Q78,Y55,ADULT_POPULATION,261718
30-Jun-18,NHS,03W,Q78,Y55,CHILD_12_months,40086
30-Jun-18,NHS,03W,Q78,Y55,CHILD_POPULATION,66832
30-Jun-18,NHS,03W,Q78,Y55,TOTAL,158524
30-Jun-18,NHS,03W,Q78,Y55,TOTAL_POPULATION,328550
30-Jun-18,NHS,04C,Q78,Y55,ADULT_24_months,148398
30-Jun-18,NHS,04C,Q78,Y55,ADULT_POPULATION,265082
30-Jun-18,NHS,04C,Q78,Y55,CHILD_12_months,56473
30-Jun-18,NHS,04C,Q78,Y55,CHILD_POPULATION,83261
30-Jun-18,NHS,04C,Q78,Y55,TOTAL,204871
30-Jun-18,NHS,04C,Q78,Y55,TOTAL_POPULATION,348343
30-Jun-18,NHS,04D,Q78,Y55,ADULT_24_months,96959
30-Jun-18,NHS,04D,Q78,Y55,ADULT_POPULATION,191279
30-Jun-18,NHS,04D,Q78,Y55,CHILD_12_months,25757
30-Jun-18,NHS,04D,Q78,Y55,CHILD_POPULATION,45662
30-Jun-18,NHS,04D,Q78,Y55,TOTAL,122716
30-Jun-18,NHS,04D,Q78,Y55,TOTAL_POPULATION,236941
30-Jun-18,NHS,04F,Q78,Y55,ADULT_24_months,79805
30-Jun-18,NHS,04F,Q78,Y55,ADULT_POPULATION,202212
30-Jun-18,NHS,04F,Q78,Y55,CHILD_12_months,36454
30-Jun-18,NHS,04F,Q78,Y55,CHILD_POPULATION,68297
30-Jun-18,NHS,04F,Q78,Y55,TOTAL,116259
30-Jun-18,NHS,04F,Q78,Y55,TOTAL_POPULATION,270509
30-Jun-18,NHS,04G,Q78,Y55,ADULT_24_months,250972
30-Jun-18,NHS,04G,Q78,Y55,ADULT_POPULATION,503809
30-Jun-18,NHS,04G,Q78,Y55,CHILD_12_months,83827
30-Jun-18,NHS,04G,Q78,Y55,CHILD_POPULATION,144838
30-Jun-18,NHS,04G,Q78,Y55,TOTAL,334799
30-Jun-18,NHS,04G,Q78,Y55,TOTAL_POPULATION,648647
30-Jun-18,NHS,04Q,Q78,Y55,ADULT_24_months,38532
30-Jun-18,NHS,04Q,Q78,Y55,ADULT_POPULATION,99339
30-Jun-18,NHS,04Q,Q78,Y55,CHILD_12_months,13703
30-Jun-18,NHS,04Q,Q78,Y55,CHILD_POPULATION,25891
30-Jun-18,NHS,04Q,Q78,Y55,TOTAL,52235
30-Jun-18,NHS,04Q,Q78,Y55,TOTAL_POPULATION,125230
30-Jun-18,NHS,04V,Q78,Y55,ADULT_24_months,158008
30-Jun-18,NHS,04V,Q78,Y55,ADULT_POPULATION,315166
30-Jun-18,NHS,04V,Q78,Y55,CHILD_12_months,48547
30-Jun-18,NHS,04V,Q78,Y55,CHILD_POPULATION,77847
30-Jun-18,NHS,04V,Q78,Y55,TOTAL,206555
30-Jun-18,NHS,04V,Q78,Y55,TOTAL_POPULATION,393013
30-Jun-18,NHS,06F,Q78,Y55,ADULT_24_months,175980
30-Jun-18,NHS,06F,Q78,Y55,ADULT_POPULATION,348238
30-Jun-18,NHS,06F,Q78,Y55,CHILD_12_months,59544
30-Jun-18,NHS,06F,Q78,Y55,CHILD_POPULATION,99450
30-Jun-18,NHS,06F,Q78,Y55,TOTAL,235524
30-Jun-18,NHS,06F,Q78,Y55,TOTAL_POPULATION,447688
30-Jun-18,NHS,06K,Q78,Y55,ADULT_24_months,245933
30-Jun-18,NHS,06K,Q78,Y55,ADULT_POPULATION,441476
30-Jun-18,NHS,06K,Q78,Y55,CHILD_12_months,80917
30-Jun-18,NHS,06K,Q78,Y55,CHILD_POPULATION,124204
30-Jun-18,NHS,06K,Q78,Y55,TOTAL,326850
30-Jun-18,NHS,06K,Q78,Y55,TOTAL_POPULATION,565680
30-Jun-18,NHS,06N,Q78,Y55,ADULT_24_months,217757
30-Jun-18,NHS,06N,Q78,Y55,ADULT_POPULATION,453023
30-Jun-18,NHS,06N,Q78,Y55,CHILD_12_months,84170
30-Jun-18,NHS,06N,Q78,Y55,CHILD_POPULATION,138785
30-Jun-18,NHS,06N,Q78,Y55,TOTAL,301927
30-Jun-18,NHS,06N,Q78,Y55,TOTAL_POPULATION,591808
30-Jun-18,NHS,06P,Q78,Y55,ADULT_24_months,77412
30-Jun-18,NHS,06P,Q78,Y55,ADULT_POPULATION,159921
30-Jun-18,NHS,06P,Q78,Y55,CHILD_12_months,31615
30-Jun-18,NHS,06P,Q78,Y55,CHILD_POPULATION,56870
30-Jun-18,NHS,06P,Q78,Y55,TOTAL,109027
30-Jun-18,NHS,06P,Q78,Y55,TOTAL_POPULATION,216791
30-Jun-18,NHS,99D,Q78,Y55,ADULT_24_months,53726
30-Jun-18,NHS,99D,Q78,Y55,ADULT_POPULATION,118577
30-Jun-18,NHS,99D,Q78,Y55,CHILD_12_months,15437
30-Jun-18,NHS,99D,Q78,Y55,CHILD_POPULATION,29271
30-Jun-18,NHS,99D,Q78,Y55,TOTAL,69163
30-Jun-18,NHS,99D,Q78,Y55,TOTAL_POPULATION,147848
30-Jun-18,NHS,06H,Q79,Y55,ADULT_24_months,314798
30-Jun-18,NHS,06H,Q79,Y55,ADULT_POPULATION,693449
30-Jun-18,NHS,06H,Q79,Y55,CHILD_12_months,111756
30-Jun-18,NHS,06H,Q79,Y55,CHILD_POPULATION,191112
30-Jun-18,NHS,06H,Q79,Y55,TOTAL,426554
30-Jun-18,NHS,06H,Q79,Y55,TOTAL_POPULATION,884561
30-Jun-18,NHS,06L,Q79,Y55,ADULT_24_months,162944
30-Jun-18,NHS,06L,Q79,Y55,ADULT_POPULATION,318520
30-Jun-18,NHS,06L,Q79,Y55,CHILD_12_months,46856
30-Jun-18,NHS,06L,Q79,Y55,CHILD_POPULATION,82459
30-Jun-18,NHS,06L,Q79,Y55,TOTAL,209800
30-Jun-18,NHS,06L,Q79,Y55,TOTAL_POPULATION,400979
30-Jun-18,NHS,06M,Q79,Y55,ADULT_24_months,127517
30-Jun-18,NHS,06M,Q79,Y55,ADULT_POPULATION,173272
30-Jun-18,NHS,06M,Q79,Y55,CHILD_12_months,27575
30-Jun-18,NHS,06M,Q79,Y55,CHILD_POPULATION,42406
30-Jun-18,NHS,06M,Q79,Y55,TOTAL,155092
30-Jun-18,NHS,06M,Q79,Y55,TOTAL_POPULATION,215678
30-Jun-18,NHS,06Q,Q79,Y55,ADULT_24_months,175293
30-Jun-18,NHS,06Q,Q79,Y55,ADULT_POPULATION,307213
30-Jun-18,NHS,06Q,Q79,Y55,CHILD_12_months,48276
30-Jun-18,NHS,06Q,Q79,Y55,CHILD_POPULATION,81225
30-Jun-18,NHS,06Q,Q79,Y55,TOTAL,223569
30-Jun-18,NHS,06Q,Q79,Y55,TOTAL_POPULATION,388438
30-Jun-18,NHS,06T,Q79,Y55,ADULT_24_months,135037
30-Jun-18,NHS,06T,Q79,Y55,ADULT_POPULATION,263830
30-Jun-18,NHS,06T,Q79,Y55,CHILD_12_months,37207
30-Jun-18,NHS,06T,Q79,Y55,CHILD_POPULATION,65403
30-Jun-18,NHS,06T,Q79,Y55,TOTAL,172244
30-Jun-18,NHS,06T,Q79,Y55,TOTAL_POPULATION,329233
30-Jun-18,NHS,06V,Q79,Y55,ADULT_24_months,65081
30-Jun-18,NHS,06V,Q79,Y55,ADULT_POPULATION,142323
30-Jun-18,NHS,06V,Q79,Y55,CHILD_12_months,13877
30-Jun-18,NHS,06V,Q79,Y55,CHILD_POPULATION,29567
30-Jun-18,NHS,06V,Q79,Y55,TOTAL,78958
30-Jun-18,NHS,06V,Q79,Y55,TOTAL_POPULATION,171890
30-Jun-18,NHS,06W,Q79,Y55,ADULT_24_months,136405
30-Jun-18,NHS,06W,Q79,Y55,ADULT_POPULATION,176425
30-Jun-18,NHS,06W,Q79,Y55,CHILD_12_months,33283
30-Jun-18,NHS,06W,Q79,Y55,CHILD_POPULATION,40371
30-Jun-18,NHS,06W,Q79,Y55,TOTAL,169688
30-Jun-18,NHS,06W,Q79,Y55,TOTAL_POPULATION,216796
30-Jun-18,NHS,06Y,Q79,Y55,ADULT_24_months,91199
30-Jun-18,NHS,06Y,Q79,Y55,ADULT_POPULATION,183798
30-Jun-18,NHS,06Y,Q79,Y55,CHILD_12_months,22380
30-Jun-18,NHS,06Y,Q79,Y55,CHILD_POPULATION,46124
30-Jun-18,NHS,06Y,Q79,Y55,TOTAL,113579
30-Jun-18,NHS,06Y,Q79,Y55,TOTAL_POPULATION,229922
30-Jun-18,NHS,07G,Q79,Y55,ADULT_24_months,50961
30-Jun-18,NHS,07G,Q79,Y55,ADULT_POPULATION,125121
30-Jun-18,NHS,07G,Q79,Y55,CHILD_12_months,19140
30-Jun-18,NHS,07G,Q79,Y55,CHILD_POPULATION,41904
30-Jun-18,NHS,07G,Q79,Y55,TOTAL,70101
30-Jun-18,NHS,07G,Q79,Y55,TOTAL_POPULATION,167025
30-Jun-18,NHS,07H,Q79,Y55,ADULT_24_months,95247
30-Jun-18,NHS,07H,Q79,Y55,ADULT_POPULATION,235333
30-Jun-18,NHS,07H,Q79,Y55,CHILD_12_months,31070
30-Jun-18,NHS,07H,Q79,Y55,CHILD_POPULATION,67171
30-Jun-18,NHS,07H,Q79,Y55,TOTAL,126317
30-Jun-18,NHS,07H,Q79,Y55,TOTAL_POPULATION,302504
30-Jun-18,NHS,07J,Q79,Y55,ADULT_24_months,55441
30-Jun-18,NHS,07J,Q79,Y55,ADULT_POPULATION,141704
30-Jun-18,NHS,07J,Q79,Y55,CHILD_12_months,13316
30-Jun-18,NHS,07J,Q79,Y55,CHILD_POPULATION,33394
30-Jun-18,NHS,07J,Q79,Y55,TOTAL,68757
30-Jun-18,NHS,07J,Q79,Y55,TOTAL_POPULATION,175098
30-Jun-18,NHS,07K,Q79,Y55,ADULT_24_months,99399
30-Jun-18,NHS,07K,Q79,Y55,ADULT_POPULATION,180601
30-Jun-18,NHS,07K,Q79,Y55,CHILD_12_months,28741
30-Jun-18,NHS,07K,Q79,Y55,CHILD_POPULATION,47180
30-Jun-18,NHS,07K,Q79,Y55,TOTAL,128140
30-Jun-18,NHS,07K,Q79,Y55,TOTAL_POPULATION,227781
30-Jun-18,NHS,99E,Q79,Y55,ADULT_24_months,111896
30-Jun-18,NHS,99E,Q79,Y55,ADULT_POPULATION,201736
30-Jun-18,NHS,99E,Q79,Y55,CHILD_12_months,32627
30-Jun-18,NHS,99E,Q79,Y55,CHILD_POPULATION,58028
30-Jun-18,NHS,99E,Q79,Y55,TOTAL,144523
30-Jun-18,NHS,99E,Q79,Y55,TOTAL_POPULATION,259764
30-Jun-18,NHS,99F,Q79,Y55,ADULT_24_months,67973
30-Jun-18,NHS,99F,Q79,Y55,ADULT_POPULATION,141659
30-Jun-18,NHS,99F,Q79,Y55,CHILD_12_months,18373
30-Jun-18,NHS,99F,Q79,Y55,CHILD_POPULATION,33742
30-Jun-18,NHS,99F,Q79,Y55,TOTAL,86346
30-Jun-18,NHS,99F,Q79,Y55,TOTAL_POPULATION,175401
30-Jun-18,NHS,99G,Q79,Y55,ADULT_24_months,81878
30-Jun-18,NHS,99G,Q79,Y55,ADULT_POPULATION,141070
30-Jun-18,NHS,99G,Q79,Y55,CHILD_12_months,23006
30-Jun-18,NHS,99G,Q79,Y55,CHILD_POPULATION,38729
30-Jun-18,NHS,99G,Q79,Y55,TOTAL,104884
30-Jun-18,NHS,99G,Q79,Y55,TOTAL_POPULATION,179799
30-Jun-18,NHS,07L,Q71,Y56,ADULT_24_months,77510
30-Jun-18,NHS,07L,Q71,Y56,ADULT_POPULATION,144677
30-Jun-18,NHS,07L,Q71,Y56,CHILD_12_months,30749
30-Jun-18,NHS,07L,Q71,Y56,CHILD_POPULATION,61783
30-Jun-18,NHS,07L,Q71,Y56,TOTAL,108259
30-Jun-18,NHS,07L,Q71,Y56,TOTAL_POPULATION,206460
30-Jun-18,NHS,07M,Q71,Y56,ADULT_24_months,103048
30-Jun-18,NHS,07M,Q71,Y56,ADULT_POPULATION,295747
30-Jun-18,NHS,07M,Q71,Y56,CHILD_12_months,42278
30-Jun-18,NHS,07M,Q71,Y56,CHILD_POPULATION,90336
30-Jun-18,NHS,07M,Q71,Y56,TOTAL,145326
30-Jun-18,NHS,07M,Q71,Y56,TOTAL_POPULATION,386083
30-Jun-18,NHS,07N,Q71,Y56,ADULT_24_months,77923
30-Jun-18,NHS,07N,Q71,Y56,ADULT_POPULATION,188277
30-Jun-18,NHS,07N,Q71,Y56,CHILD_12_months,27207
30-Jun-18,NHS,07N,Q71,Y56,CHILD_POPULATION,56483
30-Jun-18,NHS,07N,Q71,Y56,TOTAL,105130
30-Jun-18,NHS,07N,Q71,Y56,TOTAL_POPULATION,244760
30-Jun-18,NHS,07P,Q71,Y56,ADULT_24_months,115525
30-Jun-18,NHS,07P,Q71,Y56,ADULT_POPULATION,251692
30-Jun-18,NHS,07P,Q71,Y56,CHILD_12_months,41089
30-Jun-18,NHS,07P,Q71,Y56,CHILD_POPULATION,76562
30-Jun-18,NHS,07P,Q71,Y56,TOTAL,156614
30-Jun-18,NHS,07P,Q71,Y56,TOTAL_POPULATION,328254
30-Jun-18,NHS,07Q,Q71,Y56,ADULT_24_months,96318
30-Jun-18,NHS,07Q,Q71,Y56,ADULT_POPULATION,253593
30-Jun-18,NHS,07Q,Q71,Y56,CHILD_12_months,44527
30-Jun-18,NHS,07Q,Q71,Y56,CHILD_POPULATION,73296
30-Jun-18,NHS,07Q,Q71,Y56,TOTAL,140845
30-Jun-18,NHS,07Q,Q71,Y56,TOTAL_POPULATION,326889
30-Jun-18,NHS,07R,Q71,Y56,ADULT_24_months,90434
30-Jun-18,NHS,07R,Q71,Y56,ADULT_POPULATION,198527
30-Jun-18,NHS,07R,Q71,Y56,CHILD_12_months,20718
30-Jun-18,NHS,07R,Q71,Y56,CHILD_POPULATION,47654
30-Jun-18,NHS,07R,Q71,Y56,TOTAL,111152
30-Jun-18,NHS,07R,Q71,Y56,TOTAL_POPULATION,246181
30-Jun-18,NHS,07T,Q71,Y56,ADULT_24_months,80290
30-Jun-18,NHS,07T,Q71,Y56,ADULT_POPULATION,219366
30-Jun-18,NHS,07T,Q71,Y56,CHILD_12_months,20684
30-Jun-18,NHS,07T,Q71,Y56,CHILD_POPULATION,63561
30-Jun-18,NHS,07T,Q71,Y56,TOTAL,100974
30-Jun-18,NHS,07T,Q71,Y56,TOTAL_POPULATION,282927
30-Jun-18,NHS,07V,Q71,Y56,ADULT_24_months,134746
30-Jun-18,NHS,07V,Q71,Y56,ADULT_POPULATION,287869
30-Jun-18,NHS,07V,Q71,Y56,CHILD_12_months,46886
30-Jun-18,NHS,07V,Q71,Y56,CHILD_POPULATION,94435
30-Jun-18,NHS,07V,Q71,Y56,TOTAL,181632
30-Jun-18,NHS,07V,Q71,Y56,TOTAL_POPULATION,382304
30-Jun-18,NHS,07W,Q71,Y56,ADULT_24_months,138948
30-Jun-18,NHS,07W,Q71,Y56,ADULT_POPULATION,261323
30-Jun-18,NHS,07W,Q71,Y56,CHILD_12_months,48038
30-Jun-18,NHS,07W,Q71,Y56,CHILD_POPULATION,81873
30-Jun-18,NHS,07W,Q71,Y56,TOTAL,186986
30-Jun-18,NHS,07W,Q71,Y56,TOTAL_POPULATION,343196
30-Jun-18,NHS,07X,Q71,Y56,ADULT_24_months,113496
30-Jun-18,NHS,07X,Q71,Y56,ADULT_POPULATION,247622
30-Jun-18,NHS,07X,Q71,Y56,CHILD_12_months,40664
30-Jun-18,NHS,07X,Q71,Y56,CHILD_POPULATION,83773
30-Jun-18,NHS,07X,Q71,Y56,TOTAL,154160
30-Jun-18,NHS,07X,Q71,Y56,TOTAL_POPULATION,331395
30-Jun-18,NHS,07Y,Q71,Y56,ADULT_24_months,105027
30-Jun-18,NHS,07Y,Q71,Y56,ADULT_POPULATION,207540
30-Jun-18,NHS,07Y,Q71,Y56,CHILD_12_months,38309
30-Jun-18,NHS,07Y,Q71,Y56,CHILD_POPULATION,63599
30-Jun-18,NHS,07Y,Q71,Y56,TOTAL,143336
30-Jun-18,NHS,07Y,Q71,Y56,TOTAL_POPULATION,271139
30-Jun-18,NHS,08A,Q71,Y56,ADULT_24_months,110468
30-Jun-18,NHS,08A,Q71,Y56,ADULT_POPULATION,212369
30-Jun-18,NHS,08A,Q71,Y56,CHILD_12_months,39139
30-Jun-18,NHS,08A,Q71,Y56,CHILD_POPULATION,67397
30-Jun-18,NHS,08A,Q71,Y56,TOTAL,149607
30-Jun-18,NHS,08A,Q71,Y56,TOTAL_POPULATION,279766
30-Jun-18,NHS,08C,Q71,Y56,ADULT_24_months,77907
30-Jun-18,NHS,08C,Q71,Y56,ADULT_POPULATION,144556
30-Jun-18,NHS,08C,Q71,Y56,CHILD_12_months,18348
30-Jun-18,NHS,08C,Q71,Y56,CHILD_POPULATION,35098
30-Jun-18,NHS,08C,Q71,Y56,TOTAL,96255
30-Jun-18,NHS,08C,Q71,Y56,TOTAL_POPULATION,179654
30-Jun-18,NHS,08D,Q71,Y56,ADULT_24_months,108027
30-Jun-18,NHS,08D,Q71,Y56,ADULT_POPULATION,216971
30-Jun-18,NHS,08D,Q71,Y56,CHILD_12_months,36556
30-Jun-18,NHS,08D,Q71,Y56,CHILD_POPULATION,61480
30-Jun-18,NHS,08D,Q71,Y56,TOTAL,144583
30-Jun-18,NHS,08D,Q71,Y56,TOTAL_POPULATION,278451
30-Jun-18,NHS,08E,Q71,Y56,ADULT_24_months,77859
30-Jun-18,NHS,08E,Q71,Y56,ADULT_POPULATION,191429
30-Jun-18,NHS,08E,Q71,Y56,CHILD_12_months,27841
30-Jun-18,NHS,08E,Q71,Y56,CHILD_POPULATION,57323
30-Jun-18,NHS,08E,Q71,Y56,TOTAL,105700
30-Jun-18,NHS,08E,Q71,Y56,TOTAL_POPULATION,248752
30-Jun-18,NHS,08F,Q71,Y56,ADULT_24_months,91789
30-Jun-18,NHS,08F,Q71,Y56,ADULT_POPULATION,197158
30-Jun-18,NHS,08F,Q71,Y56,CHILD_12_months,28428
30-Jun-18,NHS,08F,Q71,Y56,CHILD_POPULATION,55625
30-Jun-18,NHS,08F,Q71,Y56,TOTAL,120217
30-Jun-18,NHS,08F,Q71,Y56,TOTAL_POPULATION,252783
30-Jun-18,NHS,08G,Q71,Y56,ADULT_24_months,86579
30-Jun-18,NHS,08G,Q71,Y56,ADULT_POPULATION,230433
30-Jun-18,NHS,08G,Q71,Y56,CHILD_12_months,33878
30-Jun-18,NHS,08G,Q71,Y56,CHILD_POPULATION,72038
30-Jun-18,NHS,08G,Q71,Y56,TOTAL,120457
30-Jun-18,NHS,08G,Q71,Y56,TOTAL_POPULATION,302471
30-Jun-18,NHS,08H,Q71,Y56,ADULT_24_months,80701
30-Jun-18,NHS,08H,Q71,Y56,ADULT_POPULATION,192046
30-Jun-18,NHS,08H,Q71,Y56,CHILD_12_months,21158
30-Jun-18,NHS,08H,Q71,Y56,CHILD_POPULATION,40819
30-Jun-18,NHS,08H,Q71,Y56,TOTAL,101859
30-Jun-18,NHS,08H,Q71,Y56,TOTAL_POPULATION,232865
30-Jun-18,NHS,08J,Q71,Y56,ADULT_24_months,62026
30-Jun-18,NHS,08J,Q71,Y56,ADULT_POPULATION,137911
30-Jun-18,NHS,08J,Q71,Y56,CHILD_12_months,23909
30-Jun-18,NHS,08J,Q71,Y56,CHILD_POPULATION,38196
30-Jun-18,NHS,08J,Q71,Y56,TOTAL,85935
30-Jun-18,NHS,08J,Q71,Y56,TOTAL_POPULATION,176107
30-Jun-18,NHS,08K,Q71,Y56,ADULT_24_months,131452
30-Jun-18,NHS,08K,Q71,Y56,ADULT_POPULATION,264697
30-Jun-18,NHS,08K,Q71,Y56,CHILD_12_months,31260
30-Jun-18,NHS,08K,Q71,Y56,CHILD_POPULATION,63213
30-Jun-18,NHS,08K,Q71,Y56,TOTAL,162712
30-Jun-18,NHS,08K,Q71,Y56,TOTAL_POPULATION,327910
30-Jun-18,NHS,08L,Q71,Y56,ADULT_24_months,130778
30-Jun-18,NHS,08L,Q71,Y56,ADULT_POPULATION,233609
30-Jun-18,NHS,08L,Q71,Y56,CHILD_12_months,37846
30-Jun-18,NHS,08L,Q71,Y56,CHILD_POPULATION,68258
30-Jun-18,NHS,08L,Q71,Y56,TOTAL,168624
30-Jun-18,NHS,08L,Q71,Y56,TOTAL_POPULATION,301867
30-Jun-18,NHS,08M,Q71,Y56,ADULT_24_months,100633
30-Jun-18,NHS,08M,Q71,Y56,ADULT_POPULATION,255587
30-Jun-18,NHS,08M,Q71,Y56,CHILD_12_months,37197
30-Jun-18,NHS,08M,Q71,Y56,CHILD_POPULATION,85391
30-Jun-18,NHS,08M,Q71,Y56,TOTAL,137830
30-Jun-18,NHS,08M,Q71,Y56,TOTAL_POPULATION,340978
30-Jun-18,NHS,08N,Q71,Y56,ADULT_24_months,110726
30-Jun-18,NHS,08N,Q71,Y56,ADULT_POPULATION,223530
30-Jun-18,NHS,08N,Q71,Y56,CHILD_12_months,41981
30-Jun-18,NHS,08N,Q71,Y56,CHILD_POPULATION,75719
30-Jun-18,NHS,08N,Q71,Y56,TOTAL,152707
30-Jun-18,NHS,08N,Q71,Y56,TOTAL_POPULATION,299249
30-Jun-18,NHS,08P,Q71,Y56,ADULT_24_months,48453
30-Jun-18,NHS,08P,Q71,Y56,ADULT_POPULATION,150901
30-Jun-18,NHS,08P,Q71,Y56,CHILD_12_months,21191
30-Jun-18,NHS,08P,Q71,Y56,CHILD_POPULATION,44945
30-Jun-18,NHS,08P,Q71,Y56,TOTAL,69644
30-Jun-18,NHS,08P,Q71,Y56,TOTAL_POPULATION,195846
